feature,gain_rank,gain_normalized,permutation_rank,auc_decrease_mean,auc_decrease_std,shap_rank,mean_abs_shap,mean_rank
first_kill_weapon_M4A1,25,0.0006905461134641838,72,-1.6245385803137502e-05,0.00015978749104859528,33,0.0015146660178551059,43.333333333333336
ct_m4a4,27,0.0006248239047934325,80,-0.00013787824423469597,0.00011113792544080545,25,0.0042362468604100955,44.0
ct_awp,54,0.0,33,0.0,0.0,54,0.0,47.0
round_num,31,0.00043940797725654116,75,-2.0050195820880967e-05,3.7711372848355406e-05,37,0.0012414391412169281,47.666666666666664
first_kill_weapon_AUG,55,0.0,34,0.0,0.0,55,0.0,48.0
ct_defuse_kits,36,0.0002253060763805334,77,-3.095731787182143e-05,2.40668110256496e-05,34,0.001453718167157804,49.0
first_kill_weapon_CZ75 Auto,56,0.0,35,0.0,0.0,56,0.0,49.0
first_kill_weapon_Dual Berettas,57,0.0,36,0.0,0.0,57,0.0,50.0
map_name_de_nuke,41,0.00013113695074711405,68,-1.0572759958482614e-05,2.5023734622836274e-05,42,0.0006893203987581064,50.333333333333336
awp_diff_ct,39,0.00014544388248932558,67,-8.139987492566946e-06,2.6916133009989376e-05,46,0.0005088684551312662,50.666666666666664
first_kill_weapon_AWP,44,9.809285490592406e-05,65,-4.277528838181333e-06,1.4554969041498713e-05,43,0.0006103857828986249,50.666666666666664
t_helmets,42,0.00012722445676557981,71,-1.59686723473218e-05,1.401559173962914e-05,39,0.0011247259971400884,50.666666666666664
first_kill_weapon_FAMAS,58,0.0,37,0.0,0.0,58,0.0,51.0
first_kill_weapon_Five-SeveN,59,0.0,38,0.0,0.0,59,0.0,52.0
t_smgs,46,7.439338687545222e-05,64,-4.058464018985574e-06,1.2754484333959583e-05,47,0.0002218548847212706,52.333333333333336
map_name_de_train,40,0.00013745366888111513,78,-4.0734526644770064e-05,4.8300243387484125e-05,40,0.0010862227774385764,52.666666666666664
first_kill_weapon_G3SG1,60,0.0,39,0.0,0.0,60,0.0,53.0
first_kill_weapon_P250,45,9.117143750907476e-05,66,-7.37902548904601e-06,2.4739259380320555e-06,49,0.00015021903006926497,53.333333333333336
first_kill_weapon_HE Grenade,61,0.0,40,0.0,0.0,61,0.0,54.0
first_kill_weapon_Knife,62,0.0,41,0.0,0.0,62,0.0,55.0
first_kill_weapon_Glock-18,53,1.440261644933325e-05,62,-4.7271882038790734e-07,3.4569960427346456e-07,53,5.672624038100444e-05,56.0
first_kill_weapon_M4A4,63,0.0,42,0.0,0.0,63,0.0,56.0
t_m4a4,51,3.184728318878184e-05,69,-1.2192686647855e-05,1.1325448444756614e-05,48,0.0001762649742551176,56.0
first_kill_weapon_MAC-10,64,0.0,43,0.0,0.0,64,0.0,57.0
first_kill_weapon_MAG-7,65,0.0,44,0.0,0.0,65,0.0,58.0
t_awp,52,1.849115395934806e-05,70,-1.3651197154640472e-05,6.456070790756817e-06,52,8.57159353752422e-05,58.0
first_kill_weapon_Incendiary Grenade,50,4.00352405630318e-05,76,-2.4788913752116225e-05,1.1079941984962447e-05,51,0.00012795801450976162,59.0
first_kill_weapon_MP5-SD,66,0.0,45,0.0,0.0,66,0.0,59.0
first_kill_weapon_MP7,67,0.0,46,0.0,0.0,67,0.0,60.0
first_kill_weapon_MP9,68,0.0,47,0.0,0.0,68,0.0,61.0
first_kill_weapon_Molotov,69,0.0,48,0.0,0.0,69,0.0,62.0
first_kill_weapon_Negev,70,0.0,49,0.0,0.0,70,0.0,63.0
first_kill_weapon_Nova,71,0.0,50,0.0,0.0,71,0.0,64.0
first_kill_weapon_P2000,72,0.0,51,0.0,0.0,72,0.0,65.0
first_kill_weapon_P90,73,0.0,52,0.0,0.0,73,0.0,66.0
first_kill_weapon_PP-Bizon,74,0.0,53,0.0,0.0,74,0.0,67.0
first_kill_weapon_SCAR-20,75,0.0,54,0.0,0.0,75,0.0,68.0
first_kill_weapon_SG 553,76,0.0,55,0.0,0.0,76,0.0,69.0
first_kill_weapon_SSG 08,77,0.0,56,0.0,0.0,77,0.0,70.0
first_kill_weapon_Tec-9,78,0.0,57,0.0,0.0,78,0.0,71.0
first_kill_weapon_UMP-45,79,0.0,58,0.0,0.0,79,0.0,72.0
first_kill_weapon_XM1014,80,0.0,59,0.0,0.0,80,0.0,73.0
first_kill_weapon_Zeus x27,81,0.0,60,0.0,0.0,81,0.0,74.0
map_name_de_vertigo,82,0.0,61,0.0,0.0,82,0.0,75.0
