phase_order,phase,candidate_order,candidate_id,candidate_label,is_incumbent,changed_parameter,parameter_value,best_iteration,best_tree_count,elapsed_seconds,train_accuracy,train_log_loss,train_brier_score,train_ece10,train_auc,val_accuracy,val_log_loss,val_brier_score,val_ece10,val_auc,selected
3,min_child_samples,3,min_child_samples_80,80,False,min_child_samples,80,234,234,0.23732830000153626,0.7501842816525677,0.5149953328946036,0.17239983413321203,0.010456139831021952,0.8172669106282897,0.7433078393881453,0.527919700667058,0.17757898116666,0.00961592431915298,0.8031520816433027,False
3,min_child_samples,4,min_child_samples_160,160,False,min_child_samples,160,209,209,0.22040910000214353,0.7504650917898136,0.5159478746808291,0.17270880243619507,0.01089567517681551,0.8163028825076966,0.7440248565965584,0.5279735076580235,0.17760324954239307,0.009919849476704538,0.8031721495630189,False
4,reg_lambda,0,reg_lambda_0.0,0.0,False,reg_lambda,0.0,211,211,0.21787039999981062,0.7508863069956826,0.515299961835695,0.17251403869156548,0.012556625567154157,0.8169117114004301,0.7440248565965584,0.5282640564632521,0.1776957444028379,0.010525612847497298,0.8027448952265108,False
4,reg_lambda,1,reg_lambda_1.0,1.0,True,reg_lambda,1.0,211,211,0.2226394999997865,0.7508863069956826,0.5155288626129061,0.17259052482080858,0.011768078686822444,0.8167080582810696,0.7446223709369025,0.5279683493775821,0.17757493652913375,0.0105875199396616,0.8031616131874311,True
4,reg_lambda,2,reg_lambda_3.0,3.0,False,reg_lambda,3.0,235,235,0.2516823999976623,0.7507459019270596,0.5149592254266593,0.17237710239244555,0.010517255957761184,0.8173049660034841,0.7439053537284895,0.5280274961511973,0.17761605365387306,0.011041479480911493,0.8030344015246796,False
4,reg_lambda,3,reg_lambda_10.0,10.0,False,reg_lambda,10.0,259,259,0.2623543999980029,0.750816104461371,0.514740732594184,0.17225789791111487,0.011054066383696302,0.817554523450211,0.7434273422562141,0.5281713760481448,0.1776721695536789,0.009426683918177158,0.8028170134158207,False
5,reg_alpha,0,reg_alpha_0.0,0.0,True,reg_alpha,0.0,211,211,0.22516329999780282,0.7508863069956826,0.5155288626129061,0.17259052482080858,0.011768078686822444,0.8167080582810696,0.7446223709369025,0.5279683493775821,0.17757493652913375,0.0105875199396616,0.8031616131874311,True
5,reg_alpha,1,reg_alpha_0.1,0.1,False,reg_alpha,0.1,208,208,0.22082980000050156,0.7509916107971498,0.5156557658057851,0.1726350610767295,0.01089065581300684,0.8165482982106008,0.7440248565965584,0.5280931771517179,0.17761905483348708,0.010315195927800712,0.8031693647444031,False
5,reg_alpha,2,reg_alpha_0.5,0.5,False,reg_alpha,0.5,294,294,0.2774046000013186,0.7513426234687072,0.512649982845111,0.17152333874111134,0.014448918218150043,0.8198516517746146,0.7436663479923518,0.5281329461211935,0.1776319896454497,0.009437081961274338,0.8029193626773211,False
5,reg_alpha,3,reg_alpha_1.0,1.0,False,reg_alpha,1.0,235,235,0.2338095000013709,0.750956509529994,0.5148975853788281,0.17235242793245995,0.010660088915291447,0.8173781094973573,0.7435468451242829,0.5280543084105276,0.17760352872070514,0.009840615268173395,0.8030695132068157,False
6,subsample,0,subsample_0.7,0.7,False,subsample,0.7,265,265,0.23636940000142204,0.7514128260030187,0.5134468736988713,0.17180561890280027,0.012507066486683491,0.81903934357671,0.7434273422562141,0.5281199776940798,0.1776666521082912,0.009607107026047439,0.8030644316305785,False
6,subsample,1,subsample_0.85,0.85,True,subsample,0.85,211,211,0.2253406999989238,0.7508863069956826,0.5155288626129061,0.17259052482080858,0.011768078686822444,0.8167080582810696,0.7446223709369025,0.5279683493775821,0.17757493652913375,0.0105875199396616,0.8031616131874311,True
6,subsample,2,subsample_1.0,1.0,False,subsample,1.0,198,198,0.19207359999927576,0.7503597879883463,0.5163896921396288,0.17293615322945427,0.010570008767873776,0.815595250180645,0.744263862332696,0.5281157733820916,0.17759890205795836,0.008824759655006316,0.8030157403690062,False
7,colsample_bytree,0,colsample_bytree_0.7,0.7,False,colsample_bytree,0.7,235,235,0.2392652000016824,0.750816104461371,0.5150438542524051,0.17244411737578133,0.01074181589257728,0.8170663638167963,0.7436663479923518,0.5282594844110433,0.1776647459517003,0.01252101859436984,0.8027443497465758,False
7,colsample_bytree,1,colsample_bytree_0.85,0.85,True,colsample_bytree,0.85,211,211,0.22072030000344967,0.7508863069956826,0.5155288626129061,0.17259052482080858,0.011768078686822444,0.8167080582810696,0.7446223709369025,0.5279683493775821,0.17757493652913375,0.0105875199396616,0.8031616131874311,True
7,colsample_bytree,2,colsample_bytree_1.0,1.0,False,colsample_bytree,1.0,232,232,0.23333479999928386,0.7506054968584366,0.5145939581330727,0.17223026552681667,0.014457369714555562,0.8181005309288495,0.7437858508604207,0.5282232683996068,0.17767412638787408,0.010356474782489772,0.8030704606193344,False
8,min_split_gain,0,min_split_gain_0.0,0.0,True,min_split_gain,0.0,211,211,0.23664830000052461,0.7508863069956826,0.5155288626129061,0.17259052482080858,0.011768078686822444,0.8167080582810696,0.7446223709369025,0.5279683493775821,0.17757493652913375,0.0105875199396616,0.8031616131874311,True
8,min_split_gain,1,min_split_gain_0.01,0.01,False,min_split_gain,0.01,208,208,0.24211279999872204,0.750675699392748,0.5156634472522936,0.17264447607380085,0.011914050010605652,0.8165004868932729,0.7443833652007649,0.5280463707606695,0.1776045447673028,0.010657362621321149,0.8030134723208552,False
8,min_split_gain,2,min_split_gain_0.05,0.05,False,min_split_gain,0.05,211,211,0.2166021000011824,0.750675699392748,0.515529021775581,0.1725880789000314,0.011064488660992206,0.8166741173360395,0.7439053537284895,0.5280458375465366,0.1776172336004968,0.010703390811572374,0.8029866576756262,False
8,min_split_gain,3,min_split_gain_0.1,0.1,False,min_split_gain,0.1,208,208,0.21136780000233557,0.7507459019270596,0.5155872118274705,0.17261151908537492,0.011043805307469595,0.8165779980894146,0.7443833652007649,0.5281687610246619,0.1776459651085667,0.009493714858100044,0.8030596084395737,False
9,learning_rate,0,learning_rate_0.01,0.01,False,learning_rate,0.01,830,830,0.6207409999988158,0.7509916107971498,0.5130365231279751,0.17167523340723426,0.013944277238313105,0.8195384460548644,0.7434273422562141,0.5280769449419438,0.17762687002691807,0.009681131193198965,0.8030588332838764,False
9,learning_rate,1,learning_rate_0.02,0.02,False,learning_rate,0.02,326,326,0.2859667000011541,0.750675699392748,0.5152082133051973,0.17248079030459706,0.011791261404449091,0.817089744308303,0.7443833652007649,0.5281039258691953,0.17761600660941793,0.010722111097392878,0.8031457081409034,False
9,learning_rate,2,learning_rate_0.03,0.03,True,learning_rate,0.03,211,211,0.21935920000032638,0.7508863069956826,0.5155288626129061,0.17259052482080858,0.011768078686822444,0.8167080582810696,0.7446223709369025,0.5279683493775821,0.17757493652913375,0.0105875199396616,0.8031616131874311,True
9,learning_rate,3,learning_rate_0.05,0.05,False,learning_rate,0.05,129,129,0.17476739999983693,0.750816104461371,0.5152745526688854,0.17246647690978265,0.012438630685272073,0.8169887408829616,0.7441443594646272,0.5282118512362032,0.17765584934945633,0.009986787728257184,0.8027185112233358,False
